frame,root pos x,root pos y,root pos z,root rot x,root rot y,root rot z,root rot w,l_hip_pitch,l_hip_roll,l_thigh,l_calf,l_ankle_pitch,l_ankle_roll,r_hip_pitch,r_hip_roll,r_thigh,r_calf,r_ankle_pitch,r_ankle_roll,l_shoulder_pitch,l_shoulder_roll,l_upper_arm,l_elbow,l_wrist,r_shoulder_pitch,r_shoulder_roll,r_upper_arm,r_elbow,r_wrist
10,0.6033929476940023,1.833014006082384,0.3769985845854631,0.043215274251745865,0.03532876209280965,-0.7003003470456347,0.7116626606532757,-0.34247358546521833,0.04955074162290897,0.08205320379673031,0.27230428005734675,0.01720562854962525,0.0,-0.29568533858230933,-0.0715559305091778,-0.2275854834951928,0.2645158447379872,-0.033711370018806815,0.0,-0.27853323541592845,1.7129636023921748,0.021471687109866563,-0.07471227494990478,-0.32483294895070286,-0.3309584819989421,-1.7437683246237832,-0.03505695630392598,-0.07292466752105112,0.16685360171556776
11,0.6034147306916584,1.8330286449881261,0.37700557379908295,0.04306534496202692,0.035157755211629615,-0.7004252895898008,0.7115572513964173,-0.34192266395919074,0.04961209815229166,0.08234924300990101,0.2723906700115246,0.017013733538552914,0.0,-0.2954290543862378,-0.07167650662190947,-0.2272827714733012,0.2647934938064779,-0.033886387741045146,0.0,-0.27917008165054963,1.713737342174655,0.021246704317415932,-0.07381233960426607,-0.32381620839998543,-0.3302043964934566,-1.7433779192595718,-0.034958701868515324,-0.07282743402122131,0.16804673437850273
12,0.6034099810116346,1.833049327087064,0.3770059222888015,0.04288735946310233,0.03493386126361781,-0.7005328919739929,0.7114730964682012,-0.3413743709600745,0.049686713987751374,0.08258702989818205,0.27266764054628084,0.016750533192709492,0.0,-0.29502336746699154,-0.0716490556612108,-0.22703793633083758,0.265006902085451,-0.034001639037853186,0.0,-0.27925805071931464,1.7136704581180007,0.020742792565363974,-0.07277813680052628,-0.32316510878619115,-0.3303606370436342,-1.742794195489496,-0.03455918227210526,-0.07174705629006779,0.1688944912439104
13,0.603366601085355,1.833098831005629,0.37698579205927146,0.04271010258453049,0.034704424157089596,-0.700626741784894,0.7114025715282635,-0.341019526405261,0.04971156188391343,0.08281258668434895,0.27311542993231863,0.016507026088888786,0.0,-0.2947334297598188,-0.07140003214945759,-0.22689381682179344,0.26527622621802466,-0.03399384966679359,0.0,-0.27923632540149507,1.7138119889402692,0.020275543504174525,-0.07151865941825408,-0.32276796562548704,-0.33091206400086526,-1.7420949323971875,-0.03382260382537163,-0.0699251512496611,0.1692890372400641
14,0.6033291949049252,1.8331461388575692,0.3769663243170678,0.042553782188398635,0.03451653686434981,-0.7007152330859605,0.7113339204801368,-0.34079126888608785,0.04978786739248944,0.08303943517714452,0.2736222049141948,0.016240248320358038,0.0,-0.29455773943067576,-0.07116133733505801,-0.22674305479230433,0.2655892496698961,-0.034008197783993846,0.0,-0.2795216817703836,1.7145752253398434,0.019962379189194433,-0.07019232056650587,-0.32215099608133163,-0.33101142032064135,-1.7413334509606977,-0.03282294168207971,-0.06767498184920374,0.16883435010462622
15,0.603315425630609,1.833171590979894,0.3769546652028155,0.042400765587927124,0.03436871844699404,-0.700803385531561,0.7112633697143201,-0.34056261887990663,0.0498799871252343,0.08320486834913349,0.2741094228408093,0.015929983608885583,0.0,-0.29437334783903013,-0.07100352042488657,-0.22655163611424972,0.26588704770211546,-0.03410142432216433,0.0,-0.2797268347230347,1.7156573621190363,0.019653519906496223,-0.06904279544684251,-0.321844771883462,-0.3311503455817591,-1.7407513631485267,-0.031773934576179025,-0.06536298250456701,0.16783609201746402
16,0.6033011655998868,1.8331969660341318,0.3769459001763735,0.04221789735954874,0.03420088325932789,-0.7008699486519295,0.711216748820963,-0.34023881893472196,0.049946889971235905,0.08333777285538947,0.2745346059440742,0.015658330111177413,0.0,-0.294072663662995,-0.07089988701021654,-0.22640434547851332,0.2661543006469499,-0.03420955077547027,0.0,-0.27988178503918726,1.7167599325095495,0.01945940831576227,-0.06877360361458038,-0.32296823405038033,-0.3319915119825572,-1.740493799962552,-0.03092546199295676,-0.06375957378544875,0.16842246934990346
17,0.6032897402141374,1.8332269640563692,0.3769388147637622,0.0419820957215471,0.03397920567734531,-0.7009133273208054,0.7111985832413049,-0.3397598670830148,0.05001159909506674,0.08339646578001972,0.2749053690124093,0.015435169675408603,0.0,-0.29354648072821193,-0.07079429571649654,-0.22631786272706939,0.26631968331930794,-0.03428982876011563,0.0,-0.2799516691743056,1.7184535272281338,0.01968803524744172,-0.07011160170713913,-0.3258681826891942,-0.33280362293837024,-1.740470119484918,-0.03053987509281349,-0.06380075241813181,0.17256602016296677
18,0.6032842395794006,1.8332677718724186,0.3769317601304501,0.041695638059000846,0.03372680671871396,-0.700985215393587,0.7111565960286215,-0.3390837314624566,0.05009279206893324,0.08353054967266528,0.27511295154025006,0.015295331979031608,0.0,-0.29287145104760687,-0.07063459704187142,-0.22618914714443494,0.2663389197351342,-0.034206640626505774,0.0,-0.2799937609193451,1.7212518083215864,0.020695819553374857,-0.07339146503140108,-0.3288701128257501,-0.3323139975534752,-1.740246054387615,-0.030976854439399897,-0.06577496580334882,0.17888170240346554
19,0.6032797244217041,1.8332966842341092,0.3769311842350725,0.04142091686145606,0.03347495996326211,-0.7011120185667777,0.7110595418971839,-0.33823822818626514,0.05023657391057429,0.08379680555549028,0.27513261906790076,0.015175472630678456,0.0,-0.29216673887958466,-0.07047174882859421,-0.22588472376079094,0.2661896688749369,-0.0340719034415221,0.0,-0.28019902277294506,1.7243056123853653,0.022223427893638743,-0.0774436774492958,-0.33024702285624097,-0.3301743648382573,-1.7395739678993247,-0.03212765171242969,-0.06844081296459827,0.18352084927532844
20,0.6032762183006997,1.8333098113517816,0.37693329969095074,0.04118415191889526,0.033241352847567913,-0.7012393908740168,0.7109586449141911,-0.3374252003455048,0.05033132615181197,0.08408731164665105,0.27514549661381194,0.015015108731460967,0.0,-0.29150160073484477,-0.07034703443504395,-0.2255573348743625,0.2660050922278933,-0.03399642862582507,0.0,-0.28064929011443845,1.7258831129576888,0.023519001492059436,-0.08070573379379425,-0.3296643785820111,-0.32752830453956855,-1.738465131738815,-0.033489214763211005,-0.07081913524074569,0.1849144276126301
21,0.603269928997391,1.8333156583770782,0.3769354502924392,0.04099791164668531,0.03299657706378696,-0.7013267247640407,0.7108946632760913,-0.3367585081010727,0.050324814819556606,0.08429224720953045,0.27529673114333353,0.014805240125306623,0.0,-0.29097894664030605,-0.0703657449063678,-0.22530100415721424,0.26610254206720013,-0.034053868582204466,0.0,-0.28114558996170064,1.7254860444985034,0.02404099507848475,-0.08249553239435717,-0.3286144045187092,-0.32552418824836554,-1.7373736722016933,-0.03458449935180261,-0.07255721059833974,0.18505078381410295
22,0.6032621654530758,1.8333238210166658,0.37693278378361744,0.04087853377569222,0.03281429792191625,-0.7013497788472084,0.7108872308877215,-0.33648698712308084,0.05027406819404355,0.08433102178203272,0.2756680919943304,0.014581568024622134,0.0,-0.29077109515205984,-0.07047710081599505,-0.22517504946747177,0.2665135598124129,-0.034281640031902615,0.0,-0.2812794832567015,1.7243713290190779,0.024119621935339907,-0.08343104793498067,-0.327989970839558,-0.32425772557062305,-1.7366927595081507,-0.03534836220003523,-0.07377511936903304,0.18524312517183275
23,0.6032540927209605,1.8333401874583373,0.37692562372458766,0.04084306880362999,0.03274676335646294,-0.7012993415878366,0.7109421401976703,-0.3367025564669635,0.05024022194786126,0.08416527938398981,0.27614080476287745,0.014453747413803827,0.0,-0.29091247382721885,-0.07062543934000148,-0.22521442634791436,0.26706195098555424,-0.03456647671964425,0.0,-0.2808610477007406,1.72389134871626,0.024240458999644585,-0.08431451729000344,-0.327651988793285,-0.32327961465489036,-1.736412232967471,-0.035738719195697696,-0.07433757166747813,0.18531865686568785
24,0.60324772940419,1.833357890618942,0.3769171556102153,0.0408941485190275,0.032797212851017915,-0.7011423571974075,0.7110917004084428,-0.337287605138342,0.05016683206351329,0.08372175055974192,0.27647016417256975,0.014534707103131386,0.0,-0.29124775514525386,-0.07078129266527666,-0.22551594315747056,0.26752866015466426,-0.03484648278373552,0.0,-0.28032019373324096,1.7241826353272287,0.024507445669918748,-0.08523672931648701,-0.32736234331592573,-0.32252858361146247,-1.7363319684591982,-0.035603494396460565,-0.0740125183188516,0.18550148387007218
25,0.6032418976216842,1.8333741398865502,0.3769139036998773,0.0410000258322227,0.032888037129611025,-0.7009387657690148,0.7112820970175807,-0.3378760596366183,0.05002531559193265,0.08317869677214364,0.276441424685037,0.014841093903327288,0.0,-0.29154529811538654,-0.07096620340105916,-0.22592095641511997,0.2677147549183802,-0.03501361089231717,0.0,-0.2800491580703833,1.7246149805111604,0.024732656841272502,-0.08594311327480102,-0.32735957530904153,-0.32261960163287634,-1.7366221991695308,-0.03505678219767362,-0.0731906386409989,0.1867303913970765
26,0.6032314617455514,1.8333922013113206,0.3769138061904686,0.04113746262744338,0.0329514174970899,-0.7007702372908506,0.7114372690412216,-0.338249805119309,0.04980706910422313,0.08277397473534773,0.2760604302142544,0.015291238793452427,0.0,-0.2917545169740611,-0.07114938149162292,-0.22624124422006386,0.26762670455435567,-0.03501712812629227,0.0,-0.28015054283825924,1.7250029308522576,0.02488767628490834,-0.08638257437305127,-0.32765936009484753,-0.3239008561242096,-1.7375444692023492,-0.03452916463870614,-0.07244710391779502,0.18841715782488644
27,0.603216889074067,1.8334168431067466,0.3769137800048827,0.04127814106361937,0.032978805407017524,-0.7006654124446742,0.7115310908653193,-0.3384566300782864,0.0495704778575399,0.08256715766797283,0.2755549343854078,0.015761856211615126,0.0,-0.29193260214643546,-0.07132074226746973,-0.22641355061765006,0.26741861956530183,-0.03490635750895445,0.0,-0.2807524265301567,1.7255375522798417,0.025072570047612104,-0.08678088896451047,-0.3285252574959627,-0.32574519078567055,-1.7389114122866782,-0.034221448645893056,-0.07196771956409026,0.18927529984121644
28,0.6032046525826482,1.833445117198381,0.3769128928323389,0.04140031584409454,0.03299881718861925,-0.7006034816049215,0.7115840452646632,-0.3386057627153095,0.04937220767866971,0.08247710114572063,0.2750855712643257,0.01618654176900828,0.0,-0.29209377351311383,-0.07144710290846926,-0.22649630456917563,0.26716932700904583,-0.03474233482515421,0.0,-0.2815353891759515,1.7261230103331906,0.025275685982036483,-0.08715620546000917,-0.32968557481625776,-0.32687938676322853,-1.7404087959044814,-0.03401680830899576,-0.07166539737362958,0.18918786419661232
29,0.6032006906301788,1.8334644902258987,0.376915873496581,0.041469641494287106,0.03301161366477627,-0.7005617447214207,0.7116205056281477,-0.33862917254016084,0.04923952336701029,0.08242254079633089,0.27466113022547123,0.016531490657806756,0.0,-0.2920706460238049,-0.07151162092590718,-0.22654980453196819,0.2667839655572428,-0.03453851280315768,0.0,-0.2820933339193437,1.726350442394487,0.025391575815389467,-0.08731492071966632,-0.3306063198037918,-0.32683081134360537,-1.7418325555761736,-0.033826603516473534,-0.07163596943173194,0.1893829112036985
30,0.6031977072285261,1.8334787604292904,0.37692004080123404,0.041496145730690666,0.0330064267790989,-0.7005334176958372,0.7116470869554387,-0.3385888152740447,0.04914913638736639,0.08238805030573067,0.2743477634409722,0.01678045354668973,0.0,-0.29196035975261314,-0.07156449254768898,-0.22659250204756803,0.26644753687439443,-0.03438568221962742,0.0,-0.2820132932952419,1.726144644190721,0.025389760621015126,-0.08723760998138919,-0.3306882211733612,-0.3261284477506895,-1.7429689465988953,-0.03372100182453379,-0.0718337467392843,0.19010757565759898
31,0.6031957572662956,1.8334868402542908,0.3769186342435177,0.04150715628422214,0.03299366331905605,-0.7005017415471317,0.7116782167858029,-0.3386214874540784,0.049076361802073844,0.08233187527788026,0.27435120513038597,0.01684405674422692,0.0,-0.2919695653175485,-0.07159580027291292,-0.2266495061967645,0.2664934475359851,-0.03445608941295793,0.0,-0.2813813097757047,1.7259169271701338,0.0253906489433284,-0.08721319283463107,-0.3297471824731075,-0.32542972218008515,-1.743740722802307,-0.033706677455574104,-0.07188423914126764,0.190203515331121
32,0.6031976069801269,1.833497301969856,0.37690983068396755,0.041491676640501365,0.03300132785538268,-0.7004673909723615,0.7117125735250946,-0.3388428601123628,0.04907735947062329,0.08223860901809263,0.274698336488532,0.016749577331511417,0.0,-0.2921547762163481,-0.07160532293635707,-0.22679459638877095,0.26694179766435516,-0.034735478685955584,0.0,-0.28091343880675407,1.726072536338171,0.025451152360685295,-0.08743745993557914,-0.32895073689718773,-0.32472605814086175,-1.744283491259561,-0.033627085542263006,-0.07165114797931933,0.1895314572093064
33,0.6031973109389518,1.8334931607885314,0.376901076524558,0.04149186716211498,0.033066981805246205,-0.7004341534256516,0.7117422260822964,-0.3391419767932028,0.04912944710761059,0.08213409306156216,0.2750725201946367,0.016610487225876873,0.0,-0.29242826989808873,-0.07157629314049078,-0.2268814276574642,0.267405334656088,-0.035045837509999206,0.0,-0.2809144257234778,1.7265857109838816,0.025496555988885037,-0.08760281686340093,-0.3290032640090678,-0.3237808378942819,-1.7447708453441528,-0.03340308637054548,-0.07118235371992308,0.18897782374863115
34,0.6031961305872535,1.833474676181757,0.37689703837610744,0.04150060189007769,0.033149046673125286,-0.7004074307179843,0.7117641967270166,-0.33933843263583274,0.0492248192409878,0.08204074860642813,0.2752310746695524,0.0165343563509742,0.0,-0.29254648476680334,-0.07144167824129721,-0.22689363198244475,0.267532085611903,-0.03521337956134959,0.0,-0.2814566310909079,1.7270137847240965,0.025464936155007084,-0.08747995960202223,-0.32969970345389255,-0.32288365554641274,-1.7451341921129042,-0.03313058223813901,-0.07050154558096179,0.18846088779791542
35,0.6031980360808098,1.8334604268214134,0.3768968270527786,0.04147799138815734,0.033227146488161885,-0.7004326051145783,0.7117370993977075,-0.33937044298152685,0.049374755884043595,0.08208170974274995,0.27509750703788133,0.016582027542049856,0.0,-0.2924928438713847,-0.07122622759773617,-0.2268595882179483,0.26732424156520923,-0.035165181986071194,0.0,-0.2818792587767301,1.7270682567578148,0.02537611917823186,-0.08720338084043092,-0.33007288821200725,-0.32294565165792394,-1.745317474693608,-0.03287644470956043,-0.06967674362014639,0.18775255032926955
36,0.6032011144939916,1.8334547383357975,0.3769005816095115,0.041393354731261746,0.03325864847216867,-0.7005088011454929,0.7116655619064336,-0.3390978745861703,0.04958333373817716,0.08225060849907159,0.274898058254578,0.01662382425339784,0.0,-0.2922562171998649,-0.07093985520268234,-0.22670603725612462,0.2669426125637496,-0.034991417978413604,0.0,-0.2817378951790513,1.726946836124645,0.025359298064568034,-0.08735633571848793,-0.330017284401743,-0.3241546469631672,-1.7452948294898847,-0.03250552028042812,-0.06863929639470348,0.1873439131820509
37,0.6032007138564156,1.8334548022224066,0.3769056783179824,0.041231598767047364,0.033235978599452876,-0.7006089227786674,0.7115774464614261,-0.3386271879023236,0.0498730461821995,0.08245884551809174,0.2747470737019763,0.01663380644269607,0.0,-0.29182694292857986,-0.0705994420622641,-0.22650861664075952,0.26651521357724706,-0.03478385660906107,0.0,-0.2809451830707975,1.7270993930773655,0.025446098036510045,-0.08793009971726769,-0.3300801956758789,-0.3260173929507673,-1.7448327611881367,-0.03208689972840549,-0.06791431090268762,0.18826372435854086
38,0.6032152903591079,1.8334719920701639,0.3769037467801099,0.04099971667627237,0.033174018548107274,-0.7006864485067179,0.7115173986663125,-0.3381089386106411,0.05008914162667247,0.08261587984860869,0.2747882932629073,0.016545766936555524,0.0,-0.29127472224820733,-0.07020784753468265,-0.22641037461292676,0.26612133780549535,-0.03456974824238105,0.0,-0.28025492097980126,1.7275326930587402,0.02570534114607097,-0.08915768834852396,-0.3309867774449749,-0.32727079264312825,-1.7435705704409488,-0.03185393077378345,-0.06783407792544911,0.18996646456930677
39,0.6032329995793686,1.833480600384886,0.37689958875853585,0.04070954082642158,0.03309538898749447,-0.7007642321933004,0.7114611158679026,-0.3376431453982953,0.05036074257358607,0.08274893991017915,0.275090831175786,0.016293805916535613,0.0,-0.29062646069612375,-0.0698098743622028,-0.22630994955026879,0.2658380878166718,-0.03441774846804101,0.0,-0.280566852603075,1.7281199485564556,0.026443362943826994,-0.09188568384103944,-0.33282825281014994,-0.32700361910649167,-1.7416818173195872,-0.031946608775070745,-0.0683781057743228,0.19116069901124955
40,0.6032478828225792,1.8334782465409694,0.3768946129358779,0.04040148465484208,0.03301275116361511,-0.7008125711885929,0.7114349010010161,-0.3372783600006368,0.05066443304505879,0.0827825206932713,0.27569462240193765,0.015877367422381605,0.0,-0.2899525358449312,-0.06945154360115874,-0.22626571898342213,0.2656701761913261,-0.034385235752607435,0.0,-0.2813924560185455,1.7289124328278136,0.027831135229098133,-0.09632391218459034,-0.33430033199588716,-0.3252252697123615,-1.7397398318663067,-0.03235067510397228,-0.06946592552017836,0.1917645751223762
41,0.6032593651193401,1.8334757438325884,0.37688553215181836,0.04009275135058169,0.03291606823528366,-0.7008167016509593,0.7114527773704588,-0.33702510393560375,0.050934296251447846,0.08269482119315649,0.27649673730736835,0.015386551293444274,0.0,-0.28930637854524005,-0.06912681053045353,-0.2263256804125226,0.2656607290955525,-0.034456051704068666,0.0,-0.28104519389598326,1.7297936345341511,0.02949902892849209,-0.10136950672870135,-0.33410469233682716,-0.32293142411337133,-1.7381106481299216,-0.03298078129555283,-0.07087050416400544,0.1924289374721971
42,0.6032631045301718,1.8334814612297594,0.3768708701110607,0.03978325878319987,0.03276710709577284,-0.700815970020502,0.7114777474927694,-0.3367939868189561,0.051146218604798135,0.08260925686309768,0.2774465844281928,0.014844712162441563,0.0,-0.288703366506544,-0.06882024909837667,-0.2264154250800036,0.26585792641548384,-0.03460367854378675,0.0,-0.27910500314835507,1.7301515123181983,0.03081462884260516,-0.10550011346484224,-0.3327335314993956,-0.32169028130528776,-1.7368521017525336,-0.0336023642262731,-0.07181042778382611,0.19318663341434333
43,0.6032494578108141,1.833387685120148,0.37686194167996867,0.03920583119690958,0.032280567399068406,-0.7008403598683072,0.711508016643674,-0.3354903651356535,0.05127784184180104,0.08255663943153549,0.27898259756438176,0.01349724627283002,0.0,-0.28699446555266284,-0.06851528536064613,-0.22646949433936192,0.26656639875120086,-0.035515278542778174,0.0,-0.27627566070482046,1.7296376789813184,0.0313576204276609,-0.10802453945989743,-0.33178656344382584,-0.320746447875556,-1.7359003393048722,-0.03373634194062736,-0.07173942167576863,0.19353217717503232
44,0.6032455360578179,1.833494374019056,0.3768383720356106,0.03924070188142813,0.03242338549786162,-0.7008307236817726,0.7115090920939745,-0.33635885512518715,0.05143611355077668,0.08253964511496835,0.279312528059151,0.013785028274211672,0.0,-0.28768504840946973,-0.06833146791120387,-0.22655681795172308,0.266601289640248,-0.03507848810969954,0.0,-0.2763579823675405,1.7290129438589568,0.031786958990072556,-0.10913122524199124,-0.3320365988404845,-0.3216535378581329,-1.7352824013755808,-0.03348833925486478,-0.07068726647178201,0.19394778072408764
45,0.6032540098405492,1.8335075869599893,0.3768306307249322,0.03921521977773113,0.03248633646830243,-0.7008122719887477,0.7115257998910659,-0.3367012935962028,0.05149882615111783,0.08249690020997315,0.27973226679616814,0.013643980346479768,0.0,-0.28785262962604075,-0.06831813599785104,-0.22663902595660212,0.26684131472323175,-0.035203173034283365,0.0,-0.27695858175736754,1.7288380200808142,0.03184845013568915,-0.1093610570773833,-0.33300546904330175,-0.32134867042089915,-1.735221871279803,-0.032789442300789534,-0.06930396839953892,0.19371748217704637
46,0.6033103950549665,1.8334816368171505,0.37684970669994894,0.03920339862378086,0.032598816356761776,-0.7007756257314903,0.7115573997149637,-0.336768876293536,0.051508731788664636,0.08241468803652552,0.2796559177814034,0.013628426562525033,0.0,-0.28780988483855924,-0.06861703898820426,-0.22670371320245214,0.2668077818261869,-0.0354229168673975,0.0,-0.2779864952865379,1.7290401498858248,0.0319958484887136,-0.10942221880448058,-0.3334711927898938,-0.3208493982200288,-1.7359507995563328,-0.03226431227550482,-0.06802203637324795,0.19277896453818716
47,0.6033363532125197,1.8334818915720794,0.376858306892656,0.03922801969614063,0.032672777541107485,-0.7007632480969184,0.7115648404714252,-0.3367308731826243,0.05141402375208512,0.08244289996751097,0.27927229527013026,0.013822816240812948,0.0,-0.2877900832462532,-0.06875564655575242,-0.22674311239768516,0.26656948545384795,-0.035373701848888967,0.0,-0.2795093382919835,1.728982678357526,0.03213647264432952,-0.10903737271759448,-0.33173940992450496,-0.3212062824444269,-1.7372856714075908,-0.032054834682847214,-0.0669285411439754,0.19000108030071747
48,0.6033646361196262,1.8334825119375011,0.37686995664809586,0.03928624185391333,0.03273609675187561,-0.7008303092174408,0.7114926681650582,-0.3365820295451969,0.051308091414613004,0.08270234613978197,0.2787442974637246,0.01402917072267075,0.0,-0.2878268969520576,-0.06891095364243155,-0.2265580682921644,0.2662189094851308,-0.03519018449469028,0.0,-0.28109351222013435,1.7285698170229191,0.031796180583115494,-0.10714273389306221,-0.3279763761664738,-0.3222177657657436,-1.7382831625637707,-0.031895405298272915,-0.06580800747575948,0.18435405866288004
49,0.6033898879774188,1.8334795988989925,0.37688633111175396,0.03937111523988793,0.03279212117101137,-0.7009695623730972,0.7113482021488081,-0.33635857141893766,0.05131338887808142,0.08314202015665408,0.27816524633369377,0.014195710338450386,0.0,-0.2879380036084586,-0.06901672106419819,-0.22612289710438377,0.26582905632828824,-0.03492653963619778,0.0,-0.2823363723617921,1.7279008921952033,0.030675099130360088,-0.1035067237841262,-0.32513935340907757,-0.3231050154114784,-1.7383740403154588,-0.03146713691310242,-0.0646515243548209,0.17753877873115384
50,0.6034144491425871,1.833482936333342,0.3769029700893647,0.03945477076888172,0.032848082432652956,-0.7011295613057911,0.7111832835544021,-0.33618560316415247,0.05141563241702175,0.0836097092719845,0.27768072414570893,0.014321032431065743,0.0,-0.28811622500967426,-0.06908626399852986,-0.22568879836261171,0.265517144269591,-0.034667320157071455,0.0,-0.2837556378662182,1.727122513047846,0.029354325678425358,-0.0998129340338934,-0.3249239613006603,-0.32332214899968886,-1.7377448061416818,-0.030782030595069742,-0.06365381789837007,0.17291531366957882
